name,bioactivity_score,mol_weight,logp,solubility,toxicity,is_champion,targets,discovery_date,mega_id
spirostanol_63,0.5559056547690648,5772.0,8.0,Faible,Élevée,False,1,2024-09-02,MEGA_002449
spirostanol_64,0.5395415840273516,5743.0,8.0,Faible,Élevée,False,1,2024-09-02,MEGA_002450
spirostanol_65,0.6461643927935737,5754.0,8.0,Faible,Modérée,False,3,2024-09-02,MEGA_002451
spirostanol_66,0.40183741673412443,5798.0,8.0,Faible,Faible,False,2,2024-09-02,MEGA_002452
spirostanol_67,0.5678381967127314,5760.0,8.0,Faible,Faible,False,1,2024-09-02,MEGA_002453
spirostanol_68,0.5639686428218639,5884.0,8.0,Faible,Faible,False,3,2024-09-02,MEGA_002454
spirostanol_69,0.7338339739313289,5858.0,8.0,Faible,Faible,False,3,2024-09-03,MEGA_002455
spirostanol_70,0.8344713481489487,5911.0,8.0,Faible,Modérée,False,1,2024-09-03,MEGA_002456
spirostanol_71,0.7262803510768688,5953.0,8.0,Faible,Élevée,False,1,2024-09-03,MEGA_002457
spirostanol_72,0.5060981138878354,5983.0,8.0,Faible,Modérée,False,3,2024-09-03,MEGA_002458
spirostanol_73,0.429204759221835,5918.0,8.0,Faible,Faible,False,1,2024-09-03,MEGA_002459
spirostanol_74,0.4692134241078333,5917.0,8.0,Faible,Modérée,False,3,2024-09-03,MEGA_002460
spirostanol_75,0.45263349500959094,5947.0,8.0,Faible,Modérée,False,2,2024-09-03,MEGA_002461
spirostanol_76,0.3939876896536071,6060.0,8.0,Faible,Élevée,False,1,2024-09-03,MEGA_002462
spirostanol_77,0.7156459050538588,5980.0,8.0,Faible,Modérée,False,1,2024-09-03,MEGA_002463
spirostanol_78,0.6892489115023468,6099.0,8.0,Faible,Modérée,False,3,2024-09-03,MEGA_002464
spirostanol_79,0.5486456718316455,6164.0,8.0,Faible,Modérée,False,1,2024-09-04,MEGA_002465
spirostanol_80,0.5160598880983576,6105.0,8.0,Faible,Faible,False,2,2024-09-04,MEGA_002466
spirostanol_81,0.6522530498120974,6173.0,8.0,Faible,Élevée,False,3,2024-09-04,MEGA_002467
spirostanol_82,0.5464555563010401,6145.0,8.0,Faible,Faible,False,2,2024-09-04,MEGA_002468
spirostanol_83,0.5028691191911285,6264.0,8.0,Faible,Élevée,False,2,2024-09-04,MEGA_002469
spirostanol_84,0.5100378724634088,6299.0,8.0,Faible,Faible,False,2,2024-09-04,MEGA_002470
spirostanol_85,0.7137365944062388,6304.0,8.0,Faible,Modérée,False,2,2024-09-04,MEGA_002471
spirostanol_86,0.4414109131661363,6224.0,8.0,Faible,Faible,False,3,2024-09-04,MEGA_002472
spirostanol_87,0.6859341193527833,6369.0,8.0,Faible,Élevée,False,1,2024-09-04,MEGA_002473
spirostanol_88,0.6032351410822823,6337.0,8.0,Faible,Modérée,False,2,2024-09-04,MEGA_002474
spirostanol_89,0.7928998993387077,6412.0,8.0,Faible,Faible,False,2,2024-09-05,MEGA_002475
spirostanol_90,0.490465332437218,6310.0,8.0,Faible,Élevée,False,3,2024-09-05,MEGA_002476
spirostanol_91,0.39627391513516974,6339.0,8.0,Faible,Élevée,False,2,2024-09-05,MEGA_002477
spirostanol_92,0.591066021651387,6447.0,8.0,Faible,Modérée,False,2,2024-09-05,MEGA_002478
spirostanol_93,0.42277308563490934,6388.0,8.0,Faible,Élevée,False,2,2024-09-05,MEGA_002479
spirostanol_94,0.4158562353416948,6407.0,8.0,Faible,Élevée,False,2,2024-09-05,MEGA_002480
spirostanol_95,0.7500622392164717,6472.0,8.0,Faible,Modérée,False,1,2024-09-05,MEGA_002481
spirostanol_96,0.7477188168942206,6471.0,8.0,Faible,Élevée,False,2,2024-09-05,MEGA_002482
spirostanol_97,0.5383242836484268,6529.0,8.0,Faible,Modérée,False,3,2024-09-05,MEGA_002483
spirostanol_98,0.5420108405899569,6609.0,8.0,Faible,Faible,False,1,2024-09-05,MEGA_002484
spirostanol_99,0.5418462465684839,6534.0,8.0,Faible,Modérée,False,3,2024-09-06,MEGA_002485
spirostanol_100,0.6596950962885637,6678.0,8.0,Faible,Élevée,False,1,2024-09-06,MEGA_002486
cardiac_glycoside_1,0.49135777523666063,6723.0,8.0,Faible,Modérée,False,1,2024-09-06,MEGA_002487
cardiac_glycoside_2,0.31542763019218073,6750.0,8.0,Faible,Modérée,False,2,2024-09-06,MEGA_002488
cardiac_glycoside_3,0.3989542809354024,6673.0,8.0,Faible,Modérée,False,2,2024-09-06,MEGA_002489
cardiac_glycoside_4,0.45291092396375676,6703.0,8.0,Faible,Modérée,False,3,2024-09-06,MEGA_002490
cardiac_glycoside_5,0.49717656584954284,6806.0,8.0,Faible,Faible,False,1,2024-09-06,MEGA_002491
cardiac_glycoside_6,0.6571163277185786,6770.0,8.0,Faible,Faible,False,1,2024-09-06,MEGA_002492
cardiac_glycoside_7,0.7362455064372225,6773.0,8.0,Faible,Élevée,False,2,2024-09-06,MEGA_002493
cardiac_glycoside_8,0.4535757139909976,6876.0,8.0,Faible,Modérée,False,1,2024-09-06,MEGA_002494
cardiac_glycoside_9,0.5480820493372964,6892.0,8.0,Faible,Modérée,False,2,2024-09-07,MEGA_002495
cardiac_glycoside_10,0.6844159875331376,6906.0,8.0,Faible,Faible,False,2,2024-09-07,MEGA_002496
cardiac_glycoside_11,0.45895195112193493,6910.0,8.0,Faible,Faible,False,3,2024-09-07,MEGA_002497
cardiac_glycoside_12,0.7235389037624562,6956.0,8.0,Faible,Modérée,False,2,2024-09-07,MEGA_002498
cardiac_glycoside_13,0.3913928467329181,6931.0,8.0,Faible,Modérée,False,2,2024-09-07,MEGA_002499
cardiac_glycoside_14,0.5386538909709575,6932.0,8.0,Faible,Modérée,False,1,2024-09-07,MEGA_002500
cardiac_glycoside_15,0.5343448365139148,6935.0,8.0,Faible,Modérée,False,3,2024-09-07,MEGA_002501
cardiac_glycoside_16,0.6408830257674837,6991.0,8.0,Faible,Élevée,False,3,2024-09-07,MEGA_002502
cardiac_glycoside_17,0.4099146096651285,7029.0,8.0,Faible,Modérée,False,3,2024-09-07,MEGA_002503
cardiac_glycoside_18,0.7058664907160417,7108.0,8.0,Faible,Modérée,False,2,2024-09-07,MEGA_002504
cardiac_glycoside_19,0.622626067558948,7149.0,8.0,Faible,Modérée,False,3,2024-09-08,MEGA_002505
cardiac_glycoside_20,0.5971121764329124,7065.0,8.0,Faible,Modérée,False,2,2024-09-08,MEGA_002506
cardiac_glycoside_21,0.5069171085893686,7125.0,8.0,Faible,Faible,False,2,2024-09-08,MEGA_002507
cardiac_glycoside_22,0.588351022585883,7240.0,8.0,Faible,Modérée,False,2,2024-09-08,MEGA_002508
cardiac_glycoside_23,0.6649900778681469,7167.0,8.0,Faible,Modérée,False,2,2024-09-08,MEGA_002509
cardiac_glycoside_24,0.6663212506735279,7200.0,8.0,Faible,Faible,False,3,2024-09-08,MEGA_002510
cardiac_glycoside_25,0.5033370667039938,7289.0,8.0,Faible,Modérée,False,3,2024-09-08,MEGA_002511
cardiac_glycoside_26,0.43757496956115166,7320.0,8.0,Faible,Élevée,False,1,2024-09-08,MEGA_002512
cardiac_glycoside_27,0.4577033994799778,7365.0,8.0,Faible,Élevée,False,3,2024-09-08,MEGA_002513
cardiac_glycoside_28,0.6706877882369209,7254.0,8.0,Faible,Élevée,False,1,2024-09-08,MEGA_002514
cardiac_glycoside_29,0.5204420341093716,7293.0,8.0,Faible,Élevée,False,3,2024-09-09,MEGA_002515
cardiac_glycoside_30,0.41050937693894785,7369.0,8.0,Faible,Faible,False,3,2024-09-09,MEGA_002516
cardiac_glycoside_31,0.6410593063707908,7419.0,8.0,Faible,Modérée,False,3,2024-09-09,MEGA_002517
cardiac_glycoside_32,0.6334435017246902,7384.0,8.0,Faible,Élevée,False,2,2024-09-09,MEGA_002518
cardiac_glycoside_33,0.5029362559845406,7434.0,8.0,Faible,Faible,False,3,2024-09-09,MEGA_002519
cardiac_glycoside_34,0.388653615939318,7480.0,8.0,Faible,Modérée,False,3,2024-09-09,MEGA_002520
cardiac_glycoside_35,0.8656574748499974,7490.0,8.0,Faible,Modérée,True,4,2024-09-09,MEGA_002521
cardiac_glycoside_36,0.5434005204740404,7597.0,8.0,Faible,Élevée,False,3,2024-09-09,MEGA_002522
cardiac_glycoside_37,0.6156252473294902,7618.0,8.0,Faible,Élevée,False,2,2024-09-09,MEGA_002523
cardiac_glycoside_38,0.5253530557122419,7645.0,8.0,Faible,Modérée,False,3,2024-09-09,MEGA_002524
cardiac_glycoside_39,0.44527936388015,7529.0,8.0,Faible,Faible,False,1,2024-09-10,MEGA_002525
cardiac_glycoside_40,0.6073086656117298,7573.0,8.0,Faible,Élevée,False,3,2024-09-10,MEGA_002526
cardiac_glycoside_41,0.4087449326309345,7723.0,8.0,Faible,Modérée,False,3,2024-09-10,MEGA_002527
cardiac_glycoside_42,0.6167761382061815,7659.0,8.0,Faible,Faible,False,1,2024-09-10,MEGA_002528
cardiac_glycoside_43,0.793404111142499,7691.0,8.0,Faible,Modérée,False,3,2024-09-10,MEGA_002529
cardiac_glycoside_44,0.5298663361500047,7667.0,8.0,Faible,Modérée,False,1,2024-09-10,MEGA_002530
cardiac_glycoside_45,0.46901324629014784,7711.0,8.0,Faible,Faible,False,1,2024-09-10,MEGA_002531
cardiac_glycoside_46,0.4221878970071301,7704.0,8.0,Faible,Faible,False,2,2024-09-10,MEGA_002532
cardiac_glycoside_47,0.4938484352452276,7863.0,8.0,Faible,Modérée,False,2,2024-09-10,MEGA_002533
cardiac_glycoside_48,0.5185115969251187,7767.0,8.0,Faible,Faible,False,1,2024-09-10,MEGA_002534
cardiac_glycoside_49,0.7436685640992139,7865.0,8.0,Faible,Modérée,False,2,2024-09-11,MEGA_002535
cardiac_glycoside_50,0.6045767387943249,7913.0,8.0,Faible,Faible,False,2,2024-09-11,MEGA_002536
cardiac_glycoside_51,0.6600575457473967,7927.0,8.0,Faible,Faible,False,1,2024-09-11,MEGA_002537
cardiac_glycoside_52,0.47078574820354924,7999.0,8.0,Faible,Modérée,False,3,2024-09-11,MEGA_002538
cardiac_glycoside_53,0.5587298269502838,8001.0,8.0,Faible,Modérée,False,3,2024-09-11,MEGA_002539
cardiac_glycoside_54,0.611351548270793,7998.0,8.0,Faible,Modérée,False,3,2024-09-11,MEGA_002540
cardiac_glycoside_55,0.33746358322508996,8035.0,8.0,Faible,Faible,False,2,2024-09-11,MEGA_002541
cardiac_glycoside_56,0.3468320621228634,8080.0,8.0,Faible,Faible,False,2,2024-09-11,MEGA_002542
cardiac_glycoside_57,0.3474120051176161,7996.0,8.0,Faible,Élevée,False,3,2024-09-11,MEGA_002543
cardiac_glycoside_58,0.5094187568830069,8121.0,8.0,Faible,Faible,False,1,2024-09-11,MEGA_002544
cardiac_glycoside_59,0.6798133308836763,8137.0,8.0,Faible,Faible,False,1,2024-09-12,MEGA_002545
cardiac_glycoside_60,0.4354459211506404,8181.0,8.0,Faible,Faible,False,1,2024-09-12,MEGA_002546
cardiac_glycoside_61,0.4038180351907117,8108.0,8.0,Faible,Faible,False,2,2024-09-12,MEGA_002547
cardiac_glycoside_62,0.47901094982144843,8242.0,8.0,Faible,Élevée,False,3,2024-09-12,MEGA_002548
cardiac_glycoside_63,0.5232060437425974,8210.0,8.0,Faible,Modérée,False,1,2024-09-12,MEGA_002549
cardiac_glycoside_64,0.4565106786542803,8179.0,8.0,Faible,Faible,False,3,2024-09-12,MEGA_002550
cardiac_glycoside_65,0.41024114849794086,8203.0,8.0,Faible,Faible,False,3,2024-09-12,MEGA_002551
cardiac_glycoside_66,0.3999210725368012,8320.0,8.0,Faible,Élevée,False,2,2024-09-12,MEGA_002552
cardiac_glycoside_67,0.8471343465740706,8318.0,8.0,Faible,Modérée,False,1,2024-09-12,MEGA_002553
cardiac_glycoside_68,0.3738857880658137,8309.0,8.0,Faible,Faible,False,2,2024-09-12,MEGA_002554
cardiac_glycoside_69,0.6252097440779515,8424.0,8.0,Faible,Faible,False,3,2024-09-13,MEGA_002555
cardiac_glycoside_70,0.8114489739534871,8386.0,8.0,Faible,Modérée,False,3,2024-09-13,MEGA_002556
cardiac_glycoside_71,0.7015249902424586,8341.0,8.0,Faible,Élevée,False,3,2024-09-13,MEGA_002557
cardiac_glycoside_72,0.4018185853146734,8463.0,8.0,Faible,Faible,False,1,2024-09-13,MEGA_002558
cardiac_glycoside_73,0.7682789810719584,8482.0,8.0,Faible,Faible,False,1,2024-09-13,MEGA_002559
cardiac_glycoside_74,0.38158762903236776,8532.0,8.0,Faible,Faible,False,1,2024-09-13,MEGA_002560
cardiac_glycoside_75,0.46818633511722285,8562.0,8.0,Faible,Faible,False,3,2024-09-13,MEGA_002561
cardiac_glycoside_76,0.5218391642360702,8509.0,8.0,Faible,Modérée,False,3,2024-09-13,MEGA_002562
cardiac_glycoside_77,0.40842138359902547,8606.0,8.0,Faible,Faible,False,1,2024-09-13,MEGA_002563
cardiac_glycoside_78,0.5630213958780276,8521.0,8.0,Faible,Faible,False,3,2024-09-13,MEGA_002564
cardiac_glycoside_79,0.44572866174723047,8624.0,8.0,Faible,Modérée,False,3,2024-09-14,MEGA_002565
cardiac_glycoside_80,0.8250839586779837,8684.0,8.0,Faible,Faible,False,3,2024-09-14,MEGA_002566
cardiac_glycoside_81,0.5221495003634025,8596.0,8.0,Faible,Faible,False,1,2024-09-14,MEGA_002567
cardiac_glycoside_82,0.6833284094941189,8616.0,8.0,Faible,Faible,False,2,2024-09-14,MEGA_002568
cardiac_glycoside_83,0.8064978196624413,8679.0,8.0,Faible,Modérée,False,2,2024-09-14,MEGA_002569
cardiac_glycoside_84,0.6075590695486559,8799.0,8.0,Faible,Modérée,False,2,2024-09-14,MEGA_002570
cardiac_glycoside_85,0.8202502316746196,8824.0,8.0,Faible,Modérée,False,1,2024-09-14,MEGA_002571
cardiac_glycoside_86,0.6765643714107585,8700.0,8.0,Faible,Élevée,False,3,2024-09-14,MEGA_002572
cardiac_glycoside_87,0.6223513996837832,8815.0,8.0,Faible,Modérée,False,2,2024-09-14,MEGA_002573
cardiac_glycoside_88,0.5333093805883229,8886.0,8.0,Faible,Modérée,False,2,2024-09-14,MEGA_002574
cardiac_glycoside_89,0.37184325946759744,8813.0,8.0,Faible,Élevée,False,1,2024-09-15,MEGA_002575
cardiac_glycoside_90,0.5228421089769297,8863.0,8.0,Faible,Faible,False,3,2024-09-15,MEGA_002576
cardiac_glycoside_91,0.4242059388790966,8909.0,8.0,Faible,Modérée,False,3,2024-09-15,MEGA_002577
cardiac_glycoside_92,0.7172496416621409,8916.0,8.0,Faible,Modérée,False,1,2024-09-15,MEGA_002578
cardiac_glycoside_93,0.43428041498078507,8950.0,8.0,Faible,Modérée,False,2,2024-09-15,MEGA_002579
cardiac_glycoside_94,0.5694391201824665,9014.0,8.0,Faible,Élevée,False,3,2024-09-15,MEGA_002580
cardiac_glycoside_95,0.6539639369760157,8935.0,8.0,Faible,Faible,False,3,2024-09-15,MEGA_002581
cardiac_glycoside_96,0.42103535838314166,9054.0,8.0,Faible,Modérée,False,2,2024-09-15,MEGA_002582
cardiac_glycoside_97,0.5571526058315093,9013.0,8.0,Faible,Modérée,False,1,2024-09-15,MEGA_002583
cardiac_glycoside_98,0.47785938445371645,9023.0,8.0,Faible,Modérée,False,2,2024-09-15,MEGA_002584
cardiac_glycoside_99,0.6007344185353292,9094.0,8.0,Faible,Modérée,False,3,2024-09-16,MEGA_002585
cardiac_glycoside_100,0.39738568673850927,9114.0,8.0,Faible,Modérée,False,1,2024-09-16,MEGA_002586
cyanogenic_glycoside_1,0.8334107818076018,9098.0,8.0,Faible,Élevée,False,2,2024-09-16,MEGA_002587
cyanogenic_glycoside_2,0.6048763225241492,9144.0,8.0,Faible,Élevée,False,2,2024-09-16,MEGA_002588
cyanogenic_glycoside_3,0.8232597962686543,9198.0,8.0,Faible,Modérée,False,1,2024-09-16,MEGA_002589
cyanogenic_glycoside_4,0.6819232151184794,9260.0,8.0,Faible,Faible,False,3,2024-09-16,MEGA_002590
cyanogenic_glycoside_5,0.48021483537173926,9271.0,8.0,Faible,Modérée,False,1,2024-09-16,MEGA_002591
cyanogenic_glycoside_6,0.678626567115039,9305.0,8.0,Faible,Élevée,False,1,2024-09-16,MEGA_002592
cyanogenic_glycoside_7,0.7373120294028099,9328.0,8.0,Faible,Élevée,False,3,2024-09-16,MEGA_002593
cyanogenic_glycoside_8,0.6919080515789151,9286.0,8.0,Faible,Modérée,False,2,2024-09-16,MEGA_002594
cyanogenic_glycoside_9,0.5707403568307396,9420.0,8.0,Faible,Modérée,False,1,2024-09-17,MEGA_002595
cyanogenic_glycoside_10,0.44235390221605136,9414.0,8.0,Faible,Élevée,False,1,2024-09-17,MEGA_002596
cyanogenic_glycoside_11,0.6865368756417817,9348.0,8.0,Faible,Modérée,False,2,2024-09-17,MEGA_002597
cyanogenic_glycoside_12,0.6583902988400667,9420.0,8.0,Faible,Élevée,False,3,2024-09-17,MEGA_002598
cyanogenic_glycoside_13,0.5017107547541192,9478.0,8.0,Faible,Modérée,False,2,2024-09-17,MEGA_002599
cyanogenic_glycoside_14,0.40966390002709874,9543.0,8.0,Faible,Modérée,False,2,2024-09-17,MEGA_002600
cyanogenic_glycoside_15,0.635024333124105,9565.0,8.0,Faible,Faible,False,1,2024-09-17,MEGA_002601
cyanogenic_glycoside_16,0.4368836225414927,9531.0,8.0,Faible,Élevée,False,1,2024-09-17,MEGA_002602
cyanogenic_glycoside_17,0.4954666471342708,9475.0,8.0,Faible,Modérée,False,3,2024-09-17,MEGA_002603
cyanogenic_glycoside_18,0.6711084015014657,9514.0,8.0,Faible,Faible,False,1,2024-09-17,MEGA_002604
cyanogenic_glycoside_19,0.42121497563759897,9574.0,8.0,Faible,Modérée,False,2,2024-09-18,MEGA_002605
cyanogenic_glycoside_20,0.3764742183430099,9599.0,8.0,Faible,Modérée,False,2,2024-09-18,MEGA_002606
cyanogenic_glycoside_21,0.35880658688248757,9686.0,8.0,Faible,Modérée,False,3,2024-09-18,MEGA_002607
cyanogenic_glycoside_22,0.643168465454651,9686.0,8.0,Faible,Élevée,False,1,2024-09-18,MEGA_002608
cyanogenic_glycoside_23,0.6454549682097752,9745.0,8.0,Faible,Modérée,False,1,2024-09-18,MEGA_002609
cyanogenic_glycoside_24,0.5173215205016535,9692.0,8.0,Faible,Faible,False,3,2024-09-18,MEGA_002610
cyanogenic_glycoside_25,0.6991703916543182,9765.0,8.0,Faible,Modérée,False,3,2024-09-18,MEGA_002611
cyanogenic_glycoside_26,0.5098187594390928,9795.0,8.0,Faible,Modérée,False,1,2024-09-18,MEGA_002612
cyanogenic_glycoside_27,0.5222797557452636,9849.0,8.0,Faible,Modérée,False,3,2024-09-18,MEGA_002613
cyanogenic_glycoside_28,0.4996367110583458,9767.0,8.0,Faible,Modérée,False,2,2024-09-18,MEGA_002614
cyanogenic_glycoside_29,0.353632471865269,9865.0,8.0,Faible,Modérée,False,3,2024-09-19,MEGA_002615
cyanogenic_glycoside_30,0.4753945156529994,9860.0,8.0,Faible,Élevée,False,2,2024-09-19,MEGA_002616
cyanogenic_glycoside_31,0.3707573324051981,9892.0,8.0,Faible,Modérée,False,2,2024-09-19,MEGA_002617
cyanogenic_glycoside_32,0.46109007588293605,9996.0,8.0,Faible,Modérée,False,2,2024-09-19,MEGA_002618
cyanogenic_glycoside_33,0.6622678014779243,10006.0,8.0,Faible,Faible,False,1,2024-09-19,MEGA_002619
cyanogenic_glycoside_34,0.34356190557728983,9983.0,8.0,Faible,Modérée,False,2,2024-09-19,MEGA_002620
cyanogenic_glycoside_35,0.47133026182432536,10042.0,8.0,Faible,Modérée,False,3,2024-09-19,MEGA_002621
cyanogenic_glycoside_36,0.4676775498884671,9966.0,8.0,Faible,Élevée,False,2,2024-09-19,MEGA_002622
cyanogenic_glycoside_37,0.6168335627648132,10022.0,8.0,Faible,Élevée,False,1,2024-09-19,MEGA_002623
cyanogenic_glycoside_38,0.42837710765097603,10147.0,8.0,Faible,Modérée,False,1,2024-09-19,MEGA_002624
cyanogenic_glycoside_39,0.6489794883002913,10033.0,8.0,Faible,Faible,False,1,2024-09-20,MEGA_002625
cyanogenic_glycoside_40,0.4425924881982636,10080.0,8.0,Faible,Modérée,False,1,2024-09-20,MEGA_002626
cyanogenic_glycoside_41,0.6833732981024514,10128.0,8.0,Faible,Modérée,False,3,2024-09-20,MEGA_002627
cyanogenic_glycoside_42,0.6327419451150782,10195.0,8.0,Faible,Faible,False,1,2024-09-20,MEGA_002628
cyanogenic_glycoside_43,0.565400258980743,10248.0,8.0,Faible,Élevée,False,3,2024-09-20,MEGA_002629
cyanogenic_glycoside_44,0.48649730872704766,10289.0,8.0,Faible,Faible,False,1,2024-09-20,MEGA_002630
cyanogenic_glycoside_45,0.38992311318291495,10316.0,8.0,Faible,Modérée,False,1,2024-09-20,MEGA_002631
cyanogenic_glycoside_46,0.5342206047452839,10278.0,8.0,Faible,Modérée,False,3,2024-09-20,MEGA_002632
cyanogenic_glycoside_47,0.6902799783875055,10319.0,8.0,Faible,Faible,False,2,2024-09-20,MEGA_002633
cyanogenic_glycoside_48,0.4191540212885307,10370.0,8.0,Faible,Faible,False,3,2024-09-20,MEGA_002634
cyanogenic_glycoside_49,0.6973462139803865,10376.0,8.0,Faible,Modérée,False,2,2024-09-21,MEGA_002635
cyanogenic_glycoside_50,0.7104692167381828,10448.0,8.0,Faible,Modérée,False,3,2024-09-21,MEGA_002636
cyanogenic_glycoside_51,0.43673654892036984,10393.0,8.0,Faible,Modérée,False,2,2024-09-21,MEGA_002637
cyanogenic_glycoside_52,0.5647786058808262,10376.0,8.0,Faible,Élevée,False,1,2024-09-21,MEGA_002638
cyanogenic_glycoside_53,0.7945838520314135,10481.0,8.0,Faible,Faible,False,2,2024-09-21,MEGA_002639
cyanogenic_glycoside_54,0.46564941737249665,10416.0,8.0,Faible,Élevée,False,2,2024-09-21,MEGA_002640
cyanogenic_glycoside_55,0.6534524834608798,10506.0,8.0,Faible,Modérée,False,1,2024-09-21,MEGA_002641
cyanogenic_glycoside_56,0.4200138839707516,10450.0,8.0,Faible,Faible,False,1,2024-09-21,MEGA_002642
cyanogenic_glycoside_57,0.5391934181183522,10605.0,8.0,Faible,Faible,False,2,2024-09-21,MEGA_002643
cyanogenic_glycoside_58,0.45303774737155617,10555.0,8.0,Faible,Modérée,False,2,2024-09-21,MEGA_002644
cyanogenic_glycoside_59,0.55150701371079,10583.0,8.0,Faible,Faible,False,3,2024-09-22,MEGA_002645
cyanogenic_glycoside_60,0.6861812747084048,10563.0,8.0,Faible,Modérée,False,1,2024-09-22,MEGA_002646
cyanogenic_glycoside_61,0.5441584646462414,10663.0,8.0,Faible,Faible,False,1,2024-09-22,MEGA_002647
cyanogenic_glycoside_62,0.5386387551877819,10616.0,8.0,Faible,Modérée,False,1,2024-09-22,MEGA_002648
cyanogenic_glycoside_63,0.42809531994255967,10670.0,8.0,Faible,Faible,False,3,2024-09-22,MEGA_002649
cyanogenic_glycoside_64,0.7708082506807261,10779.0,8.0,Faible,Élevée,False,3,2024-09-22,MEGA_002650
cyanogenic_glycoside_65,0.809303707596833,10804.0,8.0,Faible,Modérée,False,2,2024-09-22,MEGA_002651
cyanogenic_glycoside_66,0.6081721441400497,10807.0,8.0,Faible,Modérée,False,3,2024-09-22,MEGA_002652
cyanogenic_glycoside_67,0.8369803205571933,10830.0,8.0,Faible,Faible,False,3,2024-09-22,MEGA_002653
cyanogenic_glycoside_68,0.6599797647156378,10819.0,8.0,Faible,Faible,False,3,2024-09-22,MEGA_002654
cyanogenic_glycoside_69,0.3302997137750793,10779.0,8.0,Faible,Élevée,False,1,2024-09-23,MEGA_002655
cyanogenic_glycoside_70,0.3949935057362044,10820.0,8.0,Faible,Élevée,False,2,2024-09-23,MEGA_002656
cyanogenic_glycoside_71,0.4744248335721756,10899.0,8.0,Faible,Modérée,False,3,2024-09-23,MEGA_002657
cyanogenic_glycoside_72,0.6315878260227763,10968.0,8.0,Faible,Modérée,False,3,2024-09-23,MEGA_002658
cyanogenic_glycoside_73,0.3608148947193081,11017.0,8.0,Faible,Modérée,False,3,2024-09-23,MEGA_002659
cyanogenic_glycoside_74,0.5840361689159348,11050.0,8.0,Faible,Modérée,False,1,2024-09-23,MEGA_002660
cyanogenic_glycoside_75,0.7033951970453526,11005.0,8.0,Faible,Modérée,False,2,2024-09-23,MEGA_002661
cyanogenic_glycoside_76,0.49682092089016305,10958.0,8.0,Faible,Modérée,False,2,2024-09-23,MEGA_002662
cyanogenic_glycoside_77,0.5749314229132976,11051.0,8.0,Faible,Faible,False,3,2024-09-23,MEGA_002663
cyanogenic_glycoside_78,0.6109134824647116,11129.0,8.0,Faible,Élevée,False,2,2024-09-23,MEGA_002664
cyanogenic_glycoside_79,0.6096973807318274,11143.0,8.0,Faible,Modérée,False,1,2024-09-24,MEGA_002665
cyanogenic_glycoside_80,0.4919938078798422,11132.0,8.0,Faible,Modérée,False,3,2024-09-24,MEGA_002666
cyanogenic_glycoside_81,0.6764681816975642,11101.0,8.0,Faible,Élevée,False,2,2024-09-24,MEGA_002667
cyanogenic_glycoside_82,0.4897870876833067,11246.0,8.0,Faible,Modérée,False,3,2024-09-24,MEGA_002668
cyanogenic_glycoside_83,0.5741734760833691,11182.0,8.0,Faible,Modérée,False,1,2024-09-24,MEGA_002669
cyanogenic_glycoside_84,0.5367023405252156,11232.0,8.0,Faible,Élevée,False,3,2024-09-24,MEGA_002670
cyanogenic_glycoside_85,0.49944757561383474,11309.0,8.0,Faible,Modérée,False,1,2024-09-24,MEGA_002671
cyanogenic_glycoside_86,0.5840340921393113,11260.0,8.0,Faible,Modérée,False,3,2024-09-24,MEGA_002672
cyanogenic_glycoside_87,0.7384153899356867,11233.0,8.0,Faible,Élevée,False,3,2024-09-24,MEGA_002673
cyanogenic_glycoside_88,0.3618274894028445,11314.0,8.0,Faible,Modérée,False,2,2024-09-24,MEGA_002674
cyanogenic_glycoside_89,0.5350106118030508,11319.0,8.0,Faible,Modérée,False,2,2024-09-25,MEGA_002675
cyanogenic_glycoside_90,0.39061368024699056,11357.0,8.0,Faible,Élevée,False,1,2024-09-25,MEGA_002676
cyanogenic_glycoside_91,0.36110489746400887,11452.0,8.0,Faible,Élevée,False,1,2024-09-25,MEGA_002677
cyanogenic_glycoside_92,0.4399420903656781,11434.0,8.0,Faible,Modérée,False,1,2024-09-25,MEGA_002678
cyanogenic_glycoside_93,0.7668571063442386,11504.0,8.0,Faible,Faible,False,2,2024-09-25,MEGA_002679
cyanogenic_glycoside_94,0.5842105286105342,11476.0,8.0,Faible,Faible,False,3,2024-09-25,MEGA_002680
cyanogenic_glycoside_95,0.49252493799856245,11447.0,8.0,Faible,Élevée,False,1,2024-09-25,MEGA_002681
cyanogenic_glycoside_96,0.4685493644414624,11539.0,8.0,Faible,Élevée,False,3,2024-09-25,MEGA_002682
cyanogenic_glycoside_97,0.6327109278479014,11575.0,8.0,Faible,Élevée,False,3,2024-09-25,MEGA_002683
cyanogenic_glycoside_98,0.5586730808335764,11590.0,8.0,Faible,Modérée,False,2,2024-09-25,MEGA_002684
cyanogenic_glycoside_99,0.49122139247999047,11647.0,8.0,Faible,Modérée,False,2,2024-09-26,MEGA_002685
cyanogenic_glycoside_100,0.3860881453747645,11693.0,8.0,Faible,Modérée,False,3,2024-09-26,MEGA_002686
phenolic_glycoside_1,0.4286245986272016,11674.0,8.0,Faible,Faible,False,1,2024-09-26,MEGA_002687
phenolic_glycoside_2,0.7609065012221727,11614.0,8.0,Faible,Modérée,False,2,2024-09-26,MEGA_002688
phenolic_glycoside_3,0.5838313279898643,11694.0,8.0,Faible,Faible,False,3,2024-09-26,MEGA_002689
